KB article,Servicing option,Availability date,Build,OS Version
KB4480961,CBB  •  CB  •  LTSB,2019-01-08,14393.2724,Windows 10
KB4483229,CBB  •  CB  •  LTSB,2018-12-19,14393.2670,Windows 10
KB4471321,CBB  •  CB  •  LTSB,2018-12-11,14393.2665,Windows 10
KB4478877,CBB  •  CB  •  LTSB,2018-12-03,14393.2641,Windows 10
KB4467684,CBB  •  CB  •  LTSB,2018-11-27,14393.2639,Windows 10
KB4467691,CBB  •  CB  •  LTSB,2018-11-13,14393.2608,Windows 10
KB4462928,CBB  •  CB  •  LTSB,2018-10-18,14393.2580,Windows 10
KB4462917,CBB  •  CB  •  LTSB,2018-10-09,14393.2551,Windows 10
KB4457127,CBB  •  CB  •  LTSB,2018-09-20,14393.2515,Windows 10
KB4457131,CBB  •  CB  •  LTSB,2018-09-11,14393.2485,Windows 10
KB4343884,CBB  •  CB  •  LTSB,2018-08-30,14393.2457,Windows 10
KB4343887,CBB  •  CB  •  LTSB,2018-08-14,14393.2430,Windows 10
KB4346877,CBB  •  CB  •  LTSB,2018-07-30,14393.2396,Windows 10
KB4338822,CBB  •  CB  •  LTSB,2018-07-24,14393.2395,Windows 10
KB4345418,CBB  •  CB  •  LTSB,2018-07-16,14393.2368,Windows 10
KB4338814,CBB  •  CB  •  LTSB,2018-07-10,14393.2363,Windows 10
KB4284833,CBB  •  CB  •  LTSB,2018-06-21,14393.2339,Windows 10
KB4284880,CBB  •  CB  •  LTSB,2018-06-12,14393.2312,Windows 10
KB4103720,CBB  •  CB  •  LTSB,2018-05-17,14393.2273,Windows 10
KB4103723,CBB  •  CB  •  LTSB,2018-05-08,14393.2248,Windows 10
KB4093120,CBB  •  CB  •  LTSB,2018-04-17,14393.2214,Windows 10
KB4093119,CBB  •  CB  •  LTSB,2018-04-10,14393.2189,Windows 10
KB4096309,CBB  •  CB  •  LTSB,2018-03-29,14393.2156,Windows 10
KB4088889,CBB  •  CB  •  LTSB,2018-03-22,14393.2155,Windows 10
KB4088787,CBB  •  CB  •  LTSB,2018-03-13,14393.2125,Windows 10
KB4077525,CBB  •  CB  •  LTSB,2018-02-22,14393.2097,Windows 10
KB4074590,CBB  •  CB  •  LTSB,2018-02-13,14393.2068,Windows 10
KB4057142,CBB  •  CB  •  LTSB,2018-01-17,14393.2035,Windows 10
KB4056890,CBB  •  CB  •  LTSB,2018-01-03,14393.2007,Windows 10
KB4053579,CBB  •  CB  •  LTSB,2017-12-12,14393.1944,Windows 10
KB4051033,CBB  •  CB  •  LTSB,2017-11-27,14393.1914,Windows 10
KB4048953,CBB  •  CB  •  LTSB,2017-11-14,14393.1884,Windows 10
KB4052231,CBB  •  CB  •  LTSB,2017-11-02,14393.1797,Windows 10
KB4041688,CBB  •  CB  •  LTSB,2017-10-17,14393.1794,Windows 10
KB4041691,CBB  •  CB  •  LTSB,2017-10-10,14393.1770,Windows 10
KB4038801,CBB  •  CB  •  LTSB,2017-09-28,14393.1737,Windows 10
KB4038782,CBB  •  CB  •  LTSB,2017-09-12,14393.1715,Windows 10
KB4039396,CBB  •  CB  •  LTSB,2017-08-28,14393.1670,Windows 10
KB4034661,CBB  •  CB  •  LTSB,2017-08-16,14393.1613,Windows 10
KB4034658,CBB  •  CB  •  LTSB,2017-08-08,14393.1593,Windows 10
KB4038220,CBB  •  CB  •  LTSB,2017-08-07,14393.1537,Windows 10
KB4025334,CBB  •  CB  •  LTSB,2017-07-18,14393.1532,Windows 10
KB4025339,CBB  •  CB  •  LTSB,2017-07-11,14393.1480,Windows 10
KB4022723,CBB  •  CB  •  LTSB,2017-06-27,14393.1378,Windows 10
KB4022715,CBB  •  CB  •  LTSB,2017-06-13,14393.1358,Windows 10
KB4019472,CBB  •  CB  •  LTSB,2017-05-09,14393.1198,Windows 10
KB4015217,CBB  •  CB  •  LTSB,2017-04-11,14393.1066,Windows 10
KB4015438,CBB  •  CB  •  LTSB,2017-03-20,14393.969,Windows 10
KB4013429,CBB  •  CB  •  LTSB,2017-03-14,14393.953,Windows 10
KB3213986,CBB  •  CB  •  LTSB,2017-01-10,14393.693,Windows 10
KB3206632,CBB  •  CB  •  LTSB,2016-12-13,14393.576,Windows 10
KB3201845,CBB  •  CB  •  LTSB,2016-12-09,14393.479,Windows 10
KB3200970,CBB  •  CB  •  LTSB,2016-11-08,14393.447,Windows 10
KB3197954,CB  •  LTSB,2016-10-27,14393.351,Windows 10
KB3194798,CB  •  LTSB,2016-10-11,14393.321,Windows 10
KB3194496,CB  •  LTSB,2016-09-29,14393.222,Windows 10
KB3193494,CB  •  LTSB,2016-09-20,14393.187,Windows 10
KB3189866,CB  •  LTSB,2016-09-13,14393.187,Windows 10
KB3176938,CB  •  LTSB,2016-08-31,14393.105,Windows 10
KB3176934,CB  •  LTSB,2016-08-23,14393.82,Windows 10
KB3176495,CB  •  LTSB,2016-08-09,14393.51,Windows 10
KB3176929,CB  •  LTSB,2016-08-02,14393.10,Windows 10
KB4093109,CBB  •  CB,2018-04-10,10586.1540,Windows 10
KB4088779,CBB  •  CB,2018-03-13,10586.1478,Windows 10
KB4074591,CBB  •  CB,2018-02-13,10586.1417,Windows 10
KB4075200,CBB  •  CB,2018-01-18,10586.1358,Windows 10
KB4056888,CBB  •  CB,2018-01-03,10586.1356,Windows 10
KB4053578,CBB  •  CB,2017-12-12,10586.1295,Windows 10
KB4048952,CBB  •  CB,2017-11-14,10586.1232,Windows 10
KB4052232,CBB  •  CB,2017-11-02,10586.1177,Windows 10
KB4041689,CBB  •  CB,2017-10-10,10586.1176,Windows 10
KB4038783,CBB  •  CB,2017-09-12,10586.1106,Windows 10
KB4034660,CBB  •  CB,2017-08-08,10586.1045,Windows 10
KB4025344,CBB  •  CB,2017-07-11,10586.1007,Windows 10
KB4032693,CBB  •  CB,2017-06-27,10586.965,Windows 10
KB4022714,CBB  •  CB,2017-06-13,10586.962,Windows 10
KB4019473,CBB  •  CB,2017-05-09,10586.916,Windows 10
KB4015219,CBB  •  CB,2017-04-11,10586.873,Windows 10
KB4013198,CBB  •  CB,2017-03-14,10586.839,Windows 10
KB3210721,CBB  •  CB,2017-01-10,10586.753,Windows 10
KB3205386,CBB  •  CB,2016-12-13,10586.713,Windows 10
KB3198586,CBB  •  CB,2016-11-08,10586.679,Windows 10
KB3192441,CBB  •  CB,2016-10-11,10586.633,Windows 10
KB3185614,CBB  •  CB,2016-09-13,10586.589,Windows 10
KB3176493,CBB  •  CB,2016-08-09,10586.545,Windows 10
KB3172985,CBB  •  CB,2016-07-12,10586.494,Windows 10
KB3163018,CBB  •  CB,2016-06-14,10586.420,Windows 10
KB3156421,CBB  •  CB,2016-05-10,10586.318,Windows 10
KB3147458,CBB  •  CB,2016-04-12,10586.218,Windows 10
KB3140768,CBB  •  CB,2016-03-08,10586.164,Windows 10
KB3140743,CB,2016-03-01,10586.122,Windows 10
KB3135173,CB,2016-02-09,10586.104,Windows 10
KB3124262,CB,2016-01-27,10586.71,Windows 10
KB3124263,CB,2016-01-12,10586.63,Windows 10
KB3124200,CB,2015-12-17,10586.36,Windows 10
KB3116900,CB,2015-12-08,10586.29,Windows 10
KB3116908,CB,2015-12-02,10586.17,Windows 10
KB3120677,CB,2015-11-24,10586.14,Windows 10
KB3118754,CB,2015-11-18,10586.11,Windows 10
KB3105211,CB,2015-11-10,10586.3,Windows 10
KB5062561,LTSB,2025-07-08,10240.21073,Windows 10
KB5060998,LTSB,2025-06-10,10240.21034,Windows 10
KB5058387,LTSB,2025-05-13,10240.21014,Windows 10
KB5055547,LTSB,2025-04-09,10240.20979,Windows 10
KB5053618,LTSB,2025-03-11,10240.20947,Windows 10
KB5052040,LTSB,2025-02-11,10240.20915,Windows 10
KB5050013,LTSB,2025-01-14,10240.20890,Windows 10
KB5048703,LTSB,2024-12-10,10240.20857,Windows 10
KB5046665,LTSB,2024-11-12,10240.20826,Windows 10
KB5044286,LTSB,2024-10-08,10240.20796,Windows 10
KB5043083,LTSB,2024-09-10,10240.20766,Windows 10
KB5041782,LTSB,2024-08-13,10240.20751,Windows 10
KB5040448,LTSB,2024-07-09,10240.20710,Windows 10
KB5039225,LTSB,2024-06-11,10240.20680,Windows 10
KB5037788,LTSB,2024-05-14,10240.20651,Windows 10
KB5036925,LTSB,2024-04-09,10240.20596,Windows 10
KB5035858,LTSB,2024-03-12,10240.20526,Windows 10
KB5034774,LTSB,2024-02-13,10240.20469,Windows 10
KB5034134,LTSB,2024-01-09,10240.20402,Windows 10
KB5033379,LTSB,2023-12-12,10240.20345,Windows 10
KB5032199,LTSB,2023-11-14,10240.20308,Windows 10
KB5031377,LTSB,2023-10-10,10240.20232,Windows 10
KB5030220,LTSB,2023-09-12,10240.20162,Windows 10
KB5029259,LTSB,2023-08-08,10240.20107,Windows 10
KB5028186,LTSB,2023-07-11,10240.20048,Windows 10
KB5028622,LTSB,2023-06-23,10240.19986,Windows 10
KB5027230,LTSB,2023-06-13,10240.19983,Windows 10
KB5026382,LTSB,2023-05-09,10240.19926,Windows 10
KB5025234,LTSB,2023-04-11,10240.19869,Windows 10
KB5023713,LTSB,2023-03-14,10240.19805,Windows 10
KB5022858,LTSB,2023-02-14,10240.19747,Windows 10
KB5022297,LTSB,2023-01-10,10240.19685,Windows 10
KB5021243,LTSB,2022-12-13,10240.19624,Windows 10
KB5019970,LTSB,2022-11-08,10240.19567,Windows 10
KB5020440,LTSB,2022-10-18,10240.19509,Windows 10
KB5018425,LTSB,2022-10-11,10240.19507,Windows 10
KB5017327,LTSB,2022-09-13,10240.19444,Windows 10
KB5016639,LTSB,2022-08-09,10240.19387,Windows 10
KB5015832,LTSB,2022-07-12,10240.19360,Windows 10
KB5014710,LTSB,2022-06-14,10240.19325,Windows 10
KB5013963,LTSB,2022-05-10,10240.19297,Windows 10
KB5012653,LTSB,2022-04-12,10240.19265,Windows 10
KB5011491,LTSB,2022-03-08,10240.19235,Windows 10
KB5010358,LTSB,2022-02-08,10240.19204,Windows 10
KB5010789,LTSB,2022-01-17,10240.19179,Windows 10
KB5009585,LTSB,2022-01-11,10240.19177,Windows 10
KB5008230,LTSB,2021-12-14,10240.19145,Windows 10
KB5007207,LTSB,2021-11-09,10240.19119,Windows 10
KB5006675,LTSB,2021-10-12,10240.19086,Windows 10
KB5005569,LTSB,2021-09-14,10240.19060,Windows 10
KB5005040,LTSB,2021-08-10,10240.19022,Windows 10
KB5004249,LTSB,2021-07-13,10240.19003,Windows 10
KB5004950,LTSB,2021-07-06,10240.18969,Windows 10
KB5003687,LTSB,2021-06-08,10240.18967,Windows 10
KB5003172,LTSB,2021-05-11,10240.18932,Windows 10
KB5001340,LTSB,2021-04-13,10240.18906,Windows 10
KB5001631,LTSB,2021-03-18,10240.18875,Windows 10
KB5000807,LTSB,2021-03-09,10240.18874,Windows 10
KB4601331,LTSB,2021-02-09,10240.18841,Windows 10
KB4598231,LTSB,2021-01-12,10240.18818,Windows 10
KB4592464,LTSB,2020-12-08,10240.18782,Windows 10
KB4586787,LTSB,2020-11-10,10240.18756,Windows 10
KB4580327,LTSB,2020-10-13,10240.18725,Windows 10
KB4577049,LTSB,2020-09-08,10240.18696,Windows 10
KB4571692,LTSB,2020-08-11,10240.18666,Windows 10
KB4565513,LTSB,2020-07-14,10240.18638,Windows 10
KB4567518,LTSB,2020-06-18,10240.18609,Windows 10
KB4561649,LTSB,2020-06-09,10240.18608,Windows 10
KB4556826,LTSB,2020-05-12,10240.18575,Windows 10
KB4550930,LTSB,2020-04-14,10240.18545,Windows 10
KB4540693,LTSB,2020-03-10,10240.18519,Windows 10
KB4537776,LTSB,2020-02-11,10240.18486,Windows 10
KB4534306,LTSB,2020-01-14,10240.18453,Windows 10
KB4530681,LTSB,2019-12-10,10240.18427,Windows 10
KB4525232,LTSB,2019-11-12,10240.18395,Windows 10
KB4520011,LTSB,2019-10-08,10240.18368,Windows 10
KB4524153,LTSB,2019-10-03,10240.18335,Windows 10
KB4522009,LTSB,2019-09-23,10240.18334,Windows 10
KB4516070,LTSB,2019-09-10,10240.18333,Windows 10
KB4517276,LTSB,2019-08-17,10240.18308,Windows 10
KB4512497,LTSB,2019-08-13,10240.18305,Windows 10
KB4507458,LTSB,2019-07-09,10240.18275,Windows 10
KB4503291,LTSB,2019-06-11,10240.18244,Windows 10
KB4505051,LTSB,2019-05-19,10240.18218,Windows 10
KB4499154,LTSB,2019-05-14,10240.18215,Windows 10
KB4498375,LTSB,2019-04-25,10240.18187,Windows 10
KB4493475,LTSB,2019-04-09,10240.18186,Windows 10
KB4489872,LTSB,2019-03-12,10240.18158,Windows 10
KB4491101,LTSB,2019-02-21,10240.18135,Windows 10
KB4487018,LTSB,2019-02-12,10240.18132,Windows 10
KB4480962,LTSB,2019-01-08,10240.18094,Windows 10
KB4483228,LTSB,2018-12-19,10240.18064,Windows 10
KB4471323,LTSB,2018-12-11,10240.18063,Windows 10
KB4467680,LTSB,2018-11-13,10240.18036,Windows 10
KB4462922,LTSB,2018-10-09,10240.18005,Windows 10
KB4457132,LTSB,2018-09-11,10240.17976,Windows 10
KB4343892,LTSB,2018-08-14,10240.17946,Windows 10
KB4345455,LTSB,2018-07-16,10240.17918,Windows 10
KB4338829,LTSB,2018-07-10,10240.17914,Windows 10
KB4284860,LTSB,2018-06-12,10240.17889,Windows 10
KB4103716,LTSB,2018-05-08,10240.17861,Windows 10
KB4093111,LTSB,2018-04-10,10240.17831,Windows 10
KB4088786,LTSB,2018-03-13,10240.17797,Windows 10
KB4074596,LTSB,2018-02-13,10240.17770,Windows 10
KB4077735,LTSB,2018-01-31,10240.17741,Windows 10
KB4075199,LTSB,2018-01-18,10240.17741,Windows 10
KB4056893,LTSB,2018-01-03,10240.17738,Windows 10
KB4053581,LTSB,2017-12-12,10240.17709,Windows 10
KB4048956,LTSB,2017-11-14,10240.17673,Windows 10
KB4042895,LTSB,2017-10-10,10240.17643,Windows 10
KB4038781,LTSB,2017-09-12,10240.17609,Windows 10
KB4034668,LTSB,2017-08-08,10240.17533,Windows 10
KB4025338,LTSB,2017-07-11,10240.17488,Windows 10
KB4032695,LTSB  •  CB  •  CBB,2017-06-27,10240.17446,Windows 10
KB4022727,LTSB  •  CB  •  CBB,2017-06-13,10240.17443,Windows 10
KB4019474,LTSB  •  CB  •  CBB,2017-05-09,10240.17394,Windows 10
KB4015221,LTSB  •  CB  •  CBB,2017-04-11,10240.17354,Windows 10
KB4012606,LTSB  •  CB  •  CBB,2017-03-14,10240.17319,Windows 10
KB3210720,LTSB  •  CB  •  CBB,2017-01-10,10240.17236,Windows 10
KB3205383,LTSB  •  CB  •  CBB,2016-12-13,10240.17202,Windows 10
KB3198585,LTSB  •  CB  •  CBB,2016-11-08,10240.17190,Windows 10
KB3192440,LTSB  •  CB  •  CBB,2016-10-11,10240.17146,Windows 10
KB3193821,LTSB  •  CB  •  CBB,2016-09-20,10240.17113,Windows 10
KB3185611,LTSB  •  CB  •  CBB,2016-09-13,10240.17113,Windows 10
KB3176492,LTSB  •  CB  •  CBB,2016-08-09,10240.17071,Windows 10
KB3163912,LTSB  •  CB  •  CBB,2016-07-12,10240.17024,Windows 10
KB3163017,LTSB  •  CB  •  CBB,2016-06-14,10240.16942,Windows 10
KB3156387,LTSB  •  CB  •  CBB,2016-05-10,10240.16854,Windows 10
KB3147461,LTSB  •  CB  •  CBB,2016-04-12,10240.16771,Windows 10
KB3140745,LTSB  •  CB  •  CBB,2016-03-08,10240.16725,Windows 10
KB3135174,LTSB  •  CB  •  CBB,2016-02-09,10240.16683,Windows 10
KB3124266,LTSB  •  CB  •  CBB,2016-01-12,10240.16644,Windows 10
KB3116869,LTSB  •  CB  •  CBB,2015-12-08,10240.16601,Windows 10
KB3105213,LTSB  •  CB  •  CBB,2015-11-10,10240.16590,Windows 10
KB3105210,LTSB  •  CB  •  CBB,2015-10-27,10240.16566,Windows 10
KB3097617,LTSB  •  CB  •  CBB,2015-10-13,10240.16549,Windows 10
KB3093266,LTSB  •  CB  •  CBB,2015-09-30,10240.16520,Windows 10
KB3081455,LTSB  •  CB  •  CBB,2015-09-08,10240.16487,Windows 10
KB3081448,LTSB  •  CB  •  CBB,2015-08-27,10240.16463,Windows 10
KB3081444,LTSB  •  CB  •  CBB,2015-08-18,10240.16445,Windows 10
KB3081438,LTSB  •  CB  •  CBB,2015-08-14,10240.16433,Windows 10
KB3081436,LTSB  •  CB  •  CBB,2015-08-11,10240.16430,Windows 10
KB3081424,LTSB  •  CB  •  CBB,2015-08-05,10240.16413,Windows 10
KB3074683,LTSB  •  CB  •  CBB,2015-07-29,10240.16405,Windows 10
KB5064489,LTSC,2025-07-13,26100.4656,Windows Server
KB5062553,LTSC,2025-07-08,26100.4652,Windows Server
KB5060842,LTSC,2025-06-10,26100.4349,Windows Server
KB5061977,LTSC,2025-05-27,26100.4066,Windows Server
KB5058411,LTSC,2025-05-13,26100.4061,Windows Server
KB5059087,LTSC,2025-04-16,26100.3781,Windows Server
KB5055523,LTSC,2025-04-08,26100.3775,Windows Server
KB5053598,LTSC,2025-03-11,26100.3476,Windows Server
KB5051987,LTSC,2025-02-11,26100.3194,Windows Server
KB5050009,LTSC,2025-01-14,26100.2894,Windows Server
KB5048667,LTSC,2024-12-10,26100.2605,Windows Server
KB5046617,LTSC,2024-11-12,26100.2314,Windows Server
,LTSC,2024-11-01,26100.1742,Windows Server
KB5062572,LTSC,2025-07-08,20348.3932,Windows Server
KB5060526,LTSC,2025-06-10,20348.3807,Windows Server
KB5061906,LTSC,2025-05-23,20348.3695,Windows Server
KB5058385,LTSC,2025-05-13,20348.3692,Windows Server
KB5059092,LTSC,2025-04-16,20348.3566,Windows Server
KB5058920,LTSC,2025-04-11,20348.3561,Windows Server
KB5055526,LTSC,2025-04-08,20348.3453,Windows Server
KB5053603,LTSC,2025-03-11,20348.3328,Windows Server
KB5051979,LTSC,2025-02-11,20348.3207,Windows Server
KB5052819,LTSC,2025-01-18,20348.3095,Windows Server
KB5049983,LTSC,2025-01-14,20348.3091,Windows Server
KB5048654,LTSC,2024-12-10,20348.2966,Windows Server
KB5046616,LTSC,2024-11-12,20348.2849,Windows Server
KB5044281,LTSC,2024-10-08,20348.2762,Windows Server
KB5042881,LTSC,2024-09-10,20348.2700,Windows Server
KB5041160,LTSC,2024-08-13,20348.2655,Windows Server
KB5040437,LTSC,2024-07-09,20348.2582,Windows Server
KB5041054,LTSC,2024-06-20,20348.2529,Windows Server
KB5039227,LTSC,2024-06-11,20348.2527,Windows Server
KB5037782,LTSC,2024-05-14,20348.2461,Windows Server
KB5036909,LTSC,2024-04-09,20348.2402,Windows Server
KB5037422,LTSC,2024-03-22,20348.2342,Windows Server
KB5035857,LTSC,2024-03-12,20348.2340,Windows Server
KB5034770,LTSC,2024-02-13,20348.2322,Windows Server
KB5034129,LTSC,2024-01-09,20348.2227,Windows Server
KB5033118,LTSC,2023-12-12,20348.2159,Windows Server
KB5032198,LTSC,2023-11-14,20348.2113,Windows Server
KB5031364,LTSC,2023-10-10,20348.2031,Windows Server
KB5030216,LTSC,2023-09-12,20348.1970,Windows Server
KB5029250,LTSC,2023-08-08,20348.1906,Windows Server
KB5028171,LTSC,2023-07-11,20348.1850,Windows Server
KB5027225,LTSC,2023-06-13,20348.1787,Windows Server
KB5026370,LTSC,2023-05-09,20348.1726,Windows Server
KB5025230,LTSC,2023-04-11,20348.1668,Windows Server
KB5023705,LTSC,2023-03-14,20348.1607,Windows Server
KB5022842,LTSC,2023-02-14,20348.1547,Windows Server
KB5022291,LTSC,2023-01-10,20348.1487,Windows Server
KB5022553,LTSC,2022-12-20,20348.1368,Windows Server
KB5021249,LTSC,2022-12-13,20348.1366,Windows Server
KB5020032,LTSC,2022-11-22,20348.1311,Windows Server
KB5021656,LTSC,2022-11-17,20348.1251,Windows Server
KB5019081,LTSC,2022-11-08,20348.1249,Windows Server
KB5018485,LTSC,2022-10-25,20348.1194,Windows Server
KB5020436,LTSC,2022-10-17,20348.1131,Windows Server
KB5018421,LTSC,2022-10-11,20348.1129,Windows Server
KB5017381,LTSC,2022-09-20,20348.1070,Windows Server
KB5017316,LTSC,2022-09-13,20348.1006,Windows Server
KB5016693,LTSC,2022-08-16,20348.946,Windows Server
KB5016627,LTSC,2022-08-09,20348.887,Windows Server
KB5015879,LTSC,2022-07-19,20348.859,Windows Server
KB5015827,LTSC,2022-07-12,20348.825,Windows Server
KB5014665,LTSC,2022-06-23,20348.803,Windows Server
KB5014678,LTSC,2022-06-14,20348.768,Windows Server
KB5014021,LTSC,2022-05-24,20348.740,Windows Server
KB5015013,LTSC,2022-05-19,20348.709,Windows Server
KB5013944,LTSC,2022-05-10,20348.707,Windows Server
KB5012637,LTSC,2022-04-25,20348.681,Windows Server
KB5012604,LTSC,2022-04-12,20348.643,Windows Server
KB5011558,LTSC,2022-03-22,20348.617,Windows Server
KB5011497,LTSC,2022-03-08,20348.587,Windows Server
KB5010421,LTSC,2022-02-15,20348.558,Windows Server
KB5010354,LTSC,2022-02-08,20348.524,Windows Server
KB5009608,LTSC,2022-01-25,20348.502,Windows Server
KB5010796,LTSC,2022-01-17,20348.473,Windows Server
KB5009555,LTSC,2022-01-11,20348.469,Windows Server
KB5010197,LTSC,2022-01-05,20348.407,Windows Server
KB5008223,LTSC,2021-12-14,20348.405,Windows Server
KB5007254,LTSC,2021-11-22,20348.380,Windows Server
KB5007205,LTSC,2021-11-09,20348.350,Windows Server
KB5006745,LTSC,2021-10-26,20348.320,Windows Server
KB5006699,LTSC,2021-10-12,20348.288,Windows Server
KB5005619,LTSC,2021-09-27,20348.261,Windows Server
KB5005575,LTSC,2021-09-14,20348.230,Windows Server
KB5005104,LTSC,2021-08-26,20348.202,Windows Server
KB5062557,LTSC,2025-07-08,17763.7558,Windows Server
KB5060531,LTSC,2025-06-10,17763.7434,Windows Server
KB5061978,LTSC,2025-05-27,17763.7322,Windows Server
KB5058392,LTSC,2025-05-13,17763.7314,Windows Server
KB5059091,LTSC,2025-04-16,17763.7249,Windows Server
KB5058922,LTSC,2025-04-11,17763.7240,Windows Server
KB5055519,LTSC,2025-04-08,17763.7136,Windows Server
KB5053596,LTSC,2025-03-11,17763.7009,Windows Server
KB5052000,LTSC,2025-02-11,17763.6893,Windows Server
KB5050008,LTSC,2025-01-14,17763.6775,Windows Server
KB5048661,LTSC,2024-12-10,17763.6659,Windows Server
KB5046615,LTSC,2024-11-12,17763.6532,Windows Server
KB5044277,LTSC,2024-10-08,17763.6414,Windows Server
KB5043050,LTSC,2024-09-10,17763.6293,Windows Server
KB5041578,LTSC,2024-08-13,17763.6189,Windows Server
KB5040430,LTSC,2024-07-09,17763.6054,Windows Server
KB5039217,LTSC,2024-06-11,17763.5936,Windows Server
KB5039705,LTSC,2024-05-23,17763.5830,Windows Server
KB5037765,LTSC,2024-05-14,17763.5820,Windows Server
KB5036896,LTSC,2024-04-09,17763.5696,Windows Server
KB5037425,LTSC,2024-03-25,17763.5579,Windows Server
KB5035849,LTSC,2024-03-12,17763.5576,Windows Server
KB5034768,LTSC,2024-02-13,17763.5458,Windows Server
KB5034127,LTSC,2024-01-09,17763.5329,Windows Server
KB5033371,LTSC,2023-12-12,17763.5206,Windows Server
KB5032196,LTSC,2023-11-14,17763.5122,Windows Server
KB5031361,LTSC,2023-10-10,17763.4974,Windows Server
KB5030214,LTSC,2023-09-12,17763.4851,Windows Server
KB5029247,LTSC,2023-08-08,17763.4737,Windows Server
KB5028168,LTSC,2023-07-11,17763.4645,Windows Server
KB5027222,LTSC,2023-06-13,17763.4499,Windows Server
KB5026362,LTSC,2023-05-09,17763.4377,Windows Server
KB5025229,LTSC,2023-04-11,17763.4252,Windows Server
KB5023702,LTSC,2023-03-14,17763.4131,Windows Server
KB5022840,LTSC,2023-02-14,17763.4010,Windows Server
KB5022286,LTSC,2023-01-10,17763.3887,Windows Server
KB5022554,LTSC,2022-12-20,17763.3772,Windows Server
KB5021237,LTSC,2022-12-13,17763.3770,Windows Server
KB5021655,LTSC,2022-11-17,17763.3653,Windows Server
KB5019966,LTSC,2022-11-08,17763.3650,Windows Server
KB5020438,LTSC,2022-10-17,17763.3534,Windows Server
KB5018419,LTSC,2022-10-11,17763.3532,Windows Server
KB5017379,LTSC,2022-09-20,17763.3469,Windows Server
KB5017315,LTSC,2022-09-13,17763.3406,Windows Server
KB5016690,LTSC,2022-08-23,17763.3346,Windows Server
KB5016623,LTSC,2022-08-09,17763.3287,Windows Server
KB5015880,LTSC,2022-07-21,17763.3232,Windows Server
KB5015811,LTSC,2022-07-12,17763.3165,Windows Server
KB5014669,LTSC,2022-06-23,17763.3113,Windows Server
KB5014692,LTSC,2022-06-14,17763.3046,Windows Server
KB5014022,LTSC,2022-05-24,17763.2989,Windows Server
KB5015018,LTSC,2022-05-19,17763.2931,Windows Server
KB5013941,LTSC,2022-05-10,17763.2928,Windows Server
KB5012636,LTSC,2022-04-21,17763.2867,Windows Server
KB5012647,LTSC,2022-04-12,17763.2803,Windows Server
KB5011551,LTSC,2022-03-22,17763.2746,Windows Server
KB5011503,LTSC,2022-03-08,17763.2686,Windows Server
KB5010427,LTSC,2022-02-15,17763.2628,Windows Server
KB5010351,LTSC,2022-02-08,17763.2565,Windows Server
KB5009616,LTSC,2022-01-25,17763.2510,Windows Server
KB5010791,LTSC,2022-01-18,17763.2458,Windows Server
KB5009557,LTSC,2022-01-11,17763.2452,Windows Server
KB5010196,LTSC,2022-01-04,17763.2369,Windows Server
KB5008218,LTSC,2021-12-14,17763.2366,Windows Server
KB5007266,LTSC,2021-11-22,17763.2330,Windows Server
KB5008602,LTSC,2021-11-14,17763.2305,Windows Server
KB5007206,LTSC,2021-11-09,17763.2300,Windows Server
KB5006744,LTSC,2021-10-19,17763.2268,Windows Server
KB5006672,LTSC,2021-10-12,17763.2237,Windows Server
KB5005625,LTSC,2021-09-21,17763.2213,Windows Server
KB5005568,LTSC,2021-09-14,17763.2183,Windows Server
KB5005102,LTSC,2021-08-26,17763.2145,Windows Server
KB5005030,LTSC,2021-08-10,17763.2114,Windows Server
KB5005394,LTSC,2021-07-27,17763.2091,Windows Server
KB5004308,LTSC,2021-07-20,17763.2090,Windows Server
KB5004244,LTSC,2021-07-13,17763.2061,Windows Server
KB5004947,LTSC,2021-07-06,17763.2029,Windows Server
KB5003703,LTSC,2021-06-15,17763.2028,Windows Server
KB5003646,LTSC,2021-06-08,17763.1999,Windows Server
KB5003217,LTSC,2021-05-20,17763.1971,Windows Server
KB5003171,LTSC,2021-05-11,17763.1935,Windows Server
KB5001384,LTSC,2021-04-22,17763.1911,Windows Server
KB5001342,LTSC,2021-04-13,17763.1879,Windows Server
KB5000854,LTSC,2021-03-25,17763.1852,Windows Server
KB5001638,LTSC,2021-03-18,17763.1823,Windows Server
KB5001568,LTSC,2021-03-15,17763.1821,Windows Server
KB5000822,LTSC,2021-03-09,17763.1817,Windows Server
KB4601383,LTSC,2021-02-16,17763.1790,Windows Server
KB4601345,LTSC,2021-02-09,17763.1757,Windows Server
KB4598296,LTSC,2021-01-21,17763.1728,Windows Server
KB4598230,LTSC,2021-01-12,17763.1697,Windows Server
KB4592440,LTSC,2020-12-08,17763.1637,Windows Server
KB4586839,LTSC,2020-11-19,17763.1613,Windows Server
KB4594442,LTSC,2020-11-17,17763.1579,Windows Server
KB4586793,LTSC,2020-11-10,17763.1577,Windows Server
KB4580390,LTSC,2020-10-20,17763.1554,Windows Server
KB4577668,LTSC,2020-10-13,17763.1518,Windows Server
KB4577069,LTSC,2020-09-16,17763.1490,Windows Server
KB4570333,LTSC,2020-09-08,17763.1457,Windows Server
KB4571748,LTSC,2020-08-20,17763.1432,Windows Server
KB4565349,LTSC,2020-08-11,17763.1397,Windows Server
